source_player_id,name_ja,name_en,tier,wikipedia_title,pathway_category,pathway_matched_categories,pathway_reason,wikipedia_pathway_context,reviewed_pathway_category,reviewer_note
10770,田中 順也,Junya TANAKA,era1,田中順也,university,university|j_club_academy,possible_declined_university_offer,"

小学校1年生の時から本格的にサッカーを始めた。小学生時代は高島平SCと掛け持ちで三菱養和SCのスクールに通い、卒業後は三菱養和巣鴨SCジュニアユースへ昇格。力強いドリブルで前線に切り込み、左足の豪快なシュートを狙うプレースタイルから「三菱養和のアドリアーノ」の異名を取った。
高校3年時の2005年には、チームのエースストライカーとして背番号「10」を背負い、第29回日本クラブユースサッカー選手権に出場したが、香川真司、吉田麻也、安田理大、槙野智章といった後の日本代表メンバーが勢揃いした大会で目立った成績は残せず、グループリーグで敗退。Jリーグやサッカー名門大学からのオファーはなく、一般推薦で順天堂大学に入学した。
大学時代も無名の存在だったが、2学年先輩の村上佑介を視察するため頻繁に練習場を訪れていた柏レイソルのスカウトの目に留まり、2009年7月、大学4年の夏休みを利用する形で特別指定選手としてチームに登録された。登録期間は1ヶ月の予定だったが、同時期に監督に就任したネルシーニョの強い要望によりシーズン終了時まで延長され、リーグ戦9試合に出場した。

2010年から柏に正式加入。同年は主にスーパーサブとして起用されたが、チームがJ1に昇格した2011年は開幕からスターティングメンバーに定着し、リーグ戦30試合に出場して13得点を挙げ、Jリーグ史上初となる昇格初年度でのJ1優勝に大きく貢献した。FIFAクラブワールドカップ2011でも全4試合に出場し、オークランド・シティFC戦では得意の左足からゴールを決め、試合を観戦していたFIFAのゼップ・ブラッター会長から賞賛を受けた。
翌年のリーグ戦では5得点に留まったが、2013年はリーグ戦11得点を挙げたほか、日刊スポーツ等が算出したアシスト数も二桁を記録。攻撃時に4-2-3-1、守備時に4-1-4-1へ変化する変則的なフォーメーションが採用された試合では、攻撃時には前線まで飛び出し、守備時にはボランチのポジションまで下がる戦術のキープレーヤーを担った。
2014年シーズンも好調を維持し、ブラジルW杯開催によるリーグ中断期間を前にチームトップの5得点を記録した。

2014年6月、ポルトガル・プリメイラ・リーガのスポルティングCPに移籍。契約期間は5年間で、移籍金は20万ユーロ（約2,500万円）。また、違約金が6,000万ユーロ（約83億円）という破格の金額に設定されたことで欧州のメディアから注目を集め、イタリア紙ガゼッタ・デロ・スポルトでは「スポルティング・リスボンよ、タナカとは何者だ？」という見出しで大々的に報じられた。
同年8月23日、第2節FCアロウカ戦でプリメイラ・リーガデビューを飾ると、11月21日のタッサ・デ・ポルトガル4回戦SCエスピーニョ戦で移籍後初得点を記録。翌年1月11日の第16節SCブラガ戦では、0-0で迎えた後半アディショナルタイムに直接フリーキックからリーグ戦初ゴールを挙げ、勝利に貢献した。その後も途中交代で起用されることが多かったが、限られた出場時間の中で得点を重ね、シーズン通算7ゴールを記録した。
監督がマルコ・シウバからジョルジェ・ジェズスに代わった2015-16シーズンは新監督の構想外となり、出場機会が減少した。国内外から複数の移籍オファーが届いたが、条件面で折り合わずチームに残留した。

2016年2月2日、翌年7月までの期限付き移籍（買い取りオプション付き）で古巣の柏レイソルに復帰することが発表された。しかし監督がミルトン・メンデスから下平隆宏に早々に変わると、ユース出身選手を重用する下平の方針もあり、僅か21試合（先発8試合）の出場で4得点と、自己最低の成績に終わった（特別指定選手だった2009年を除く）。

2016年12月29日、柏時代より師事したネルシーニョ率いるヴィッセル神戸に完全移籍で加入することをスポルティングが発表。
2017年4月26日、ルヴァンカップ第3節のサンフレッチェ広島(4〇1)戦で移籍後初得点を決めた。
2018年はJ1第2節の清水エスパルス戦で今季初ゴールを挙げるも、その後はなかなかゴール数を伸ばせなかった。シーズン途中に監督が吉田孝行からフアン・マヌエル・リージョに交代した後は、僅か4分の出場に留まった。
2019年シーズンは、FWに古橋亨梧とルーカス・ポドルスキ、さらに新たに加入したダビド・ビジャの存在もあり、なかなか開幕から試合に出場できなかったが、第5節のガンバ大阪戦では途中出場で2得点の活躍をして、出場時間16分ながらチームの逆転勝利に貢献した。シーズン中盤頃からは、ポドルスキやビジャの怪我の影響で出場機会が増え、神戸移籍後最多のリーグ戦6得点を挙げた。天皇杯では全試合に出場し、クラブ初タイトル獲得に貢献した。
2021年12月27日、契約満了による退団が発表された。

2021年12月31日、FC岐阜へ完全移籍で加入することが発表された。
2023年11月8日に、2023シーズンをもって現役を引退することが発表された。

2011年9月、2014 FIFAワールドカップ・アジア3次予選の日本代表メンバーに初選出され、翌年2月24日のキリンチャレンジカップ2012・アイスランド戦で国際Aマッチ初出場を果たした。その後はしばらく代表から遠ざかっていたが、ハビエル・アギーレ監督の初陣となったキリンチャレンジカップ2014で約2年半ぶりに招集を受け、4-3-3システムの中盤、左インサイドハーフのポジションでウルグアイ戦・ベネズエラ戦と、同年10月の親善試合ブラジル戦に出場した。

2024年1月21日、FC岐阜のクラブアンバサダーに就任。同クラブのアカデミーコーチとしても活動する。",,
10936,塩谷 司,SHIOTANI Tsukasa,era1,塩谷司,university,university|high_school|j_club_academy,possible_declined_university_offer,"

小学生時代は南小松島FCと大松SCに所属。中学生年代は大塚FCジュニアユース（現徳島ヴォルティスジュニアユース）に所属、2歳下に石川雅博がいる。当時は全く無名だった。
2004年、徳島県立徳島商業高等学校に進学、高1および高2のとき選手権（第83回・第84回）にミッドフィルダーとして出場している。この選手権での活躍により国士舘大学からスポーツ特待生としてスカウトされる。
2007年、国士舘大学へ進学 し、国士大サッカー部に所属する。同期に新井章太や大竹隆人。なお、後に広島でチームメイトとなる柴崎晃誠は4学年、 柏好文は1学年上の先輩にあたる。主にボランチや左サイドのMFとしてプレーしていたものの、レギュラーを掴むに至らなかった。2009年大学3年時、父親が急死、退学し就職を考えていたが細田三二国士大監督に説得され思いとどまる。2010年大学4年時に、柱谷哲二が国士大コーチに就任したことが転機となる。この年、柱谷によりセンターバックにコンバートされ鍛えられ、レギュラーを獲得した。大学卒業の際にはJリーグクラブからオファーがなく、唯一JFL・SAGAWA SHIGA FCが声をかけたぐらいだった。

2011年、柱谷がJリーグ・水戸ホーリーホック監督に就任すると、宙ぶらりんの状況だった塩谷を水戸に誘った。水戸は前年まで主力だった選手が大量に移籍退団したことから大学出身の新入団選手を大量に獲得しており、ロメロ・フランク、小澤司、鈴木将也、代健司、飯田優二、金久保彩、神村奨、小幡純平、笠原昂史が同期入団となった。またDFも大和田真史や作田裕次ら主力が軒並み退団し、DFライン再編を余儀なくされた状況だった。その中で塩谷はレギュラーに抜擢され開幕戦からスタメン出場を果たし、シーズン中にはDFラインのリーダーになるほど成長した。北関東ダービーでは3試合でゴールを決めており「ダービー男」と呼ばれた。同年末の天皇杯ではガンバ大阪と対戦し、水戸の対J1勢初勝利に貢献した。2012年シーズンも引き続き水戸で中心選手として活躍した。同年、この活躍によりJ1勢の大宮アルディージャ・清水エスパルス・サンフレッチェ広島から獲得オファーが届き、2012年8月、広島へ完全移籍（ただし移籍金については非公開）。これは柱谷と広島の森保一監督がドーハの悲劇時のオフトジャパンメンバーで、柱谷が広島を推薦したことにより決まった。

移籍当初は森脇良太のバックアップとしてリーグ戦3試合の出場にとどまったが、2013年に森脇が浦和レッズへ移籍すると、塩谷は3バックの一角としてスタメンに定着し、その森脇の穴を埋める以上の活躍を見せ、千葉和彦・水本裕貴と共にリーグ戦全34試合に出場しチームの連覇に大きく貢献した。
翌2014年には攻撃参加の精度に成長が見られ、第6節の名古屋グランパス戦までに4ゴールを挙げた。最終的にリーグ戦で6ゴールを記録し、ベストイレブンに選出された。オフにはFC東京から獲得のオファーがあったが、「広島からワールドカップに出る」とクラブに5年契約を求め、契約を更新した。
2015年、主力としてJリーグ優勝を達成。

2017年6月15日、UAEの強豪クラブ・アル・アインFCへ完全移籍。移籍金は150万ドル（約1億6500万円）と現地メディア『albayan』が伝えている。9月30日、第3節のアル・アハリ・ドバイ戦で移籍後初得点を決めた。
2018年に開催されたFIFAクラブワールドカップ2018では4試合にフル出場し、2得点を挙げ、チーム初の準優勝に貢献した。なお、その内1得点はレアル・マドリードから挙げたものである。クラブワールドカップ通算得点も4に伸ばし、歴代通算得点ランキングでもトップ10入りした（2021年大会終了時点で6位タイ）。
2021年6月12日、アル・アインは塩谷の退団を発表した。

2021年10月1日、サンフレッチェ広島への加入が発表された。背番号は「3」。4年ぶりの復帰となる。
2023年シーズンより、背番号を「33」に変更。

アルベルト・ザッケローニ日本代表監督の目に止まり、2014年5月の日本代表キャンプに呼ばれたものの、この時点でのAキャップ出場はならず2014 FIFAワールドカップにも選出されなかった。その後、ハビエル・アギーレ監督時代の10月10日、キリンチャレンジカップ・ジャマイカ戦で日本代表デビューを果たした。AFCアジアカップ2015、ヴァイッド・ハリルホジッチ監督時代2015年10月のFIFAワールドカップ・アジア予選にも選出されたが、共に出場はなかった。
2016年6月14日、リオデジャネイロオリンピックに出場するU-23サッカー日本代表のオーバーエイジ枠に選出。センターバックに入りグループリーグ全試合フル出場を果たすも、不慣れな環境下で、DF植田直通との距離感が悪く、ビルドアップでもリスクの高いパスを選択して危険を招く など期待に応えられず、チームはグループリーグ敗退となった。
2019年1月5日、守田英正の負傷離脱に伴い、AFCアジアカップ2019に臨む日本代表に追加召集され、森保ジャパン初選出。3年3ヶ月ぶりのA代表復帰となった。グループステージ第3戦のウズベキスタン戦で代表初ゴールを決めた。なお、このゴールを挙げたスタジアムは、所属するアル・アインのホームスタジアムであった。決勝戦となったカタール戦では遠藤航が負傷した影響で、先発出場。縦パスで南野拓実の得点の起点を作ったが、試合は1-3で敗れ、準優勝となった。",,
10993,金園 英学,Hidetaka KANAZONO,era1,金園英学,university,university|high_school,university_entry_after_pro_entry,"

4人兄弟の第4子として生まれ 6歳でサッカーを始める。小学生時代は大阪市内の少年サッカークラブに所属した。中学生時代は兵庫県尼崎市内のクラブでプレーし、卒業後、島根県の立正大学淞南高等学校へ進学した。金園は舞台俳優を目指してオーディションを受験したが合格できず、大阪府内の高校と立正大淞南とで迷った末後者への入学を選んだと語っている。高校2年次には全国高等学校サッカー選手権大会に出場し、通算2得点を挙げた。

2007年に関西大学に入学、金園の立正大淞南高校時代の先輩 が関西大に進学していたのが進路決定の理由であった。
金園は1年次から試合出場の機会を得、関西学生サッカーリーグにでは2008年度には通算16得点、2009年度には15得点を挙げ、2年連続1部リーグ得点王となった。3年次には全日本学生選抜チームに選ばれ、2010年3月に開催された定期日韓戦に出場した。また2009年度には第89回天皇杯に出場。同年10月開催の2回戦 ヴァンフォーレ甲府戦にて2得点を挙げたが終盤で追いつかれ、PK戦の末敗退した。この時の2得点について金園は後に「大学でのベストゴール」だと語っている。
2010年度は負傷のために試合より約半年遠ざかり、同年12月開催の第59回全日本大学サッカー選手権大会で復帰、決勝戦では前半18分にヘディングから先制点を挙げ、関西大学の43年ぶりの同大会優勝に貢献した。

ジュビロ磐田と横浜F・マリノスの2クラブから獲得のオファーを受け、2010年6月に金園の磐田への入団内定が発表された。2011年3月6日開催の開幕節甲府戦にてリーグ戦初出場、シーズン3試合目の第8節広島戦で後半28分にヘディングでJリーグ初得点を挙げた。序盤はベンチスタートが多かったが、段々先発出場の機会を得るようになった。同年7月23日の第6節G大阪戦で7点目を挙げ、藤田俊哉が1995年に達成した、磐田における新加入選手の得点記録に並んだ。第20節名古屋戦で、8点目を決め、磐田における新人最多得点記録を更新した。最終的に28試合に出場し、12得点を挙げた。これは、渡邉千真（横浜F・マリノス）が2009年度シーズンに挙げた13得点に次ぐ新加入選手による得点数記録であり、城彰二、渡邉以来史上3人目となった。
2012年2月にサッカー日本代表に初招集された ものの、金園はその際の代表合宿中に右第5中足骨を骨折し、全治3か月の診断結果が出された。これにより、日本代表を辞退した。さらに同年6月、復帰間近と言われていた矢先に同じ箇所を再骨折し手術 、再び全治3ヶ月の診断を受けた。その後、第30節仙台戦にて公式戦に復帰した。2013年は主力として活躍するものの、磐田は低迷しJ2に降格。更に足の故障で離脱することが増えていった。

2015年1月7日、ベガルタ仙台への移籍が発表された。1年目は29試合に出場するも、2年目は怪我の影響もあり7試合の出場にとどまった。

2016年12月22日、北海道コンサドーレ札幌への完全移籍が発表された。2017年3月4日、第2節の横浜F・マリノス戦でJ1通算100試合を達成した。

2018年1月6日、ヴァンフォーレ甲府への期限付き移籍が発表された。2019年1月11日、ヴァンフォーレ甲府へ完全移籍。この年は前年に負った怪我の影響でシーズンの半分をリハビリに務めるが、7月12日の第24節ファジアーノ岡山戦で戦列復帰。第32節の柏レイソル戦での同点ゴールを皮切りにスーパーサブとして結果を残し、チームのJ1参入プレーオフ進出に大きく貢献した。
2020年も度重なる怪我で戦線離脱を繰り返し、試合出場は13試合(先発出場2試合)にとどまり、12月23日、契約満了による退団が発表された。

2021年、AC長野パルセイロへ加入した。シーズン終了をもって現役を引退。

2022年2月9日に、ジュビロ磐田のトップチームマネジメント部スカウト担当に就任することが発表された。",,
11287,富居 大樹,Daiki TOMII,era1,富居大樹,university,university|high_school|j_club_academy,possible_declined_university_offer,"

浦和レッズの下部組織出身。武南高校2年時に全国高校サッカー選手権に出場し、大会優秀選手に選ばれた。また、日本高校選抜に選出されている。高校卒業後東京国際大学とは別の大学へ進学するも、事情により1年で退学。その後サッカー部の強化を進める東京国際大学からの誘いを受け、同大学に入学。1年生時からレギュラーに定着し、主将も務めた。3年生時には関東大学選抜に選出されている。

2013年、ザスパクサツ群馬に入団。東京国際大学出身で初のJリーガーとなった。1年目は北一真・内藤圭佑に次ぐ第3GKとなり出場機会はなかったが、終盤戦はベンチ入りする機会が増えた。2年目の2014年も第3GKからスタートし、序盤はベンチにも入れなかったが、北と内藤が共に精彩を欠いたため第22節水戸ホーリーホック戦（0-2）でプロ初出場を果たすとスタメンに定着し、最後までその座を守り21試合に出場した。2015年も前年からのスタメンの座をキ－プし、キャリアハイとなる40試合に出場した。

2016年にモンテディオ山形に完全移籍。正GKの山岸範宏の控えとなり、リーグ戦1試合と天皇杯2試合の出場にとどまった。山岸退団後も児玉剛が加入したため、リーグ戦4試合の出場に終わった。

2018シーズンより、湘南ベルマーレへ完全移籍した。移籍初年度はルヴァンカップ2試合の出場に終わり、2019年に入っても控え生活が続いていたが、11月9日のJ1リーグ第31節のセレッソ大阪戦でJ1リーグ初先発初出場を果たす。その試合以降は秋元陽太からポジションを奪った。
秋元がFC町田ゼルビアにレンタル移籍した2020年は背番号を1に変更。開幕から正GKを務めたが、チームの状況が上向かずガンバ大阪から期限付きで加入した谷晃生にポジションを奪われ、中盤戦には控えに降格。終盤戦になると第2GKの座も後藤雅明に譲りベンチからも外れてしまった。
2021シーズンは背番号1を谷に譲り、自身はプロ初年度につけた23に変更した。
開幕から後藤の移籍に伴い第2GKに復帰し、ルヴァンカップ第1節の浦和レッズ戦にて同じく昨年9月以来6ヶ月ぶりの公式戦出場を果たした。
同年5月19日、ルヴァンカップ第6節の柏レイソル戦では柏の猛攻を受けながらも自身の好セーブもあって失点を0に抑え、湘南のプレーオフステージ進出に貢献した。結果この年は谷がレンタル元で出場できないガンバ大阪戦など4試合に出場した。
谷がガンバに復帰した2023シーズンは、代わって韓国代表ソン・ボムグンが加入。引き続き第2GKを務めていたが、ボムグンが負傷した際は好パフォーマンスを見せ、10月の月間MVPを獲得した。

2024年7月26日、水戸ホーリーホックに期限付き移籍することが発表された。
2024年いっぱいで期限付き移籍が終了となり、2025年1月7日に現役引退が発表された。

2025年より、東京国際大学サッカー部のGKコーチに就任した。
2026年より、ヴィッセル神戸のアシスタントGKコーチ兼U-21GKコーチに就任した。",,
11971,屋宮 大地,Daichi OKUMIYA,era1,屋宮大地,unknown,,no_institution_keyword_found,"スピード、体力ともに兼ね備えたサイドアタッカー。
2014年よりFC琉球に完全移籍。一度退団したが、2018年より琉球に再入団した。チームがJ3優勝を果たした同年12月8日、現役の引退と、琉球アカデミースタッフへの就任が発表された。",,【判定保留】Wikipedia 所属クラブ欄に学校名の記載があり本来 unknown ではないが、同欄は現行の経路抽出（PRE_PRO_SECTION_HEADINGS）の対象外で測定手順に含まれていない。5行だけ別ソースで埋めると測定が不統一になるため、player_institution_stints.csv の取り込み可否（SAP v3・レビューQ7）の決定まで判断を保留する。
6131,北本 久仁衛,Kunie KITAMOTO,era1,北本久仁衛,unknown,,no_institution_keyword_found,"2000年のプロ入りから2018年の契約満了まで、足掛け19年に渡ってヴィッセル神戸でプレーし、2010年ヴィッセル神戸公式サイトの選手紹介には「クラブの象徴と言ってもいいほど、その存在感は絶大だ」との記載がある。主にセンターバックのポジションでディフェンスリーダーとして振る舞うが、2006年は右SBを任され、プレーの幅を広げた。また、攻撃の起点としての一翼も担っており、2009年10月3日のホーム・京都サンガF.C.戦では豪快なダイレクトボレーで自身の通算200試合出場に花を添えた。J1からJ2に降格した2006年にはJ1クラブからのオファーもあったが、神戸に残留。
2007年から2010年は副主将を務めていた。
2011年シーズンは全試合に出場し33、34節と自身初めて2試合連続で得点もあげた。
翌2012シーズンもレギュラーとして出場を続けたが、2013年1月にメディカルチェックで肋骨に腫瘍が見つかり、3月に手術を行う。腫瘍は悪性であったが、半年後には第32節のギラヴァンツ北九州戦で実戦復帰を果たす。
2018年シーズン終了後に19年在籍した神戸を退団。
2019年2月5日に昨シーズンチームメイトだったタイ代表のティーラトンにサポートしてもらい、タイ・リーグ3部のシモークFCへ移籍。しかし、程なくしてクラブは給与未払い問題でタイサッカー協会から資格停止処分を受け、解散してしまう。
2019年6月23日、タイ・リーグ3のチャムチュリー・ユナイテッドFCと契約。
2020年2月19日、古巣のヴィッセル神戸が北本の現役引退と2月23日のホームでの対横浜FC戦キックオフ前に引退セレモニーを行う旨を発表した。22日、その引退セレモニーが2019新型コロナウイルスの感染予防対策として延期されることがクラブ公式サイトで発表された。また、同年よりヴィッセル神戸のスクールコーチに就任することが発表されている。同年10月からはトップチームのアシスタントコーチに就任した。
2025年からはヴィッセル神戸U-18のコーチに就任。
2026年、清水エスパルスのコーチに就任。",,【判定保留】Wikipedia 所属クラブ欄に学校名の記載があり本来 unknown ではないが、同欄は現行の経路抽出（PRE_PRO_SECTION_HEADINGS）の対象外で測定手順に含まれていない。5行だけ別ソースで埋めると測定が不統一になるため、player_institution_stints.csv の取り込み可否（SAP v3・レビューQ7）の決定まで判断を保留する。
6670,阿部 伸行,Nobuyuki ABE,era1,阿部伸行,university,university|j_club_academy,university_entry_after_pro_entry,"

小学校4年生（9歳）時にサッカーを始める。FC東京ファンの両親の影響もあって、高校生時にはFC東京U-18に加入。高校2年時（2001年）にはクラブユース選手権で優勝を経験している。シュートストップを磨いて、3年時（2002年）にはトップチームの練習に帯同したものの昇格は叶わず、2003年に流通経済大学へ進学。同大学サッカー部では先輩の塩田仁史が卒業しFC東京へ入団した後を引き継ぎゴールマウスを守った。コーチングやキック精度を高め、4年時（2006年）には関東大学リーグ1部で優勝。同期には阿部嵩、糸数昌太、久保田圭一、難波宏明、西森正明、船山祐二らがいた。全日本大学選抜にも選出され、2度のデンソーカップ優勝を果たし、ベストGKにも選出された。2004年1月にはカタール国際ユーストーナメントで正GKを務めた。

2005年にJFA特別指定選手となりFC東京の練習に参加、2007年に大学を卒業し、FC東京に正式に入団した。FC東京において下部組織から大学経由でトップチーム入りした例は阿部が初。2007年は、塩田と土肥洋一の控えとしてリーグ戦4試合でベンチ入りしたが、土肥が退団した2008年には新加入の荻晃太が第2GKに据えられ、ベンチ入りすらできなかった。2009年は、塩田が虫垂炎・腸閉塞を発症するなどシーズン開幕前からGKに離脱者が相次いだが、阿部もキャンプでフルメニューをこなすことができず、開幕スタメンには権田修一が入り、そのまま正GKとして定着。塩田もシーズン半ばに復帰したため、阿部が出場機会を得ることはなく、2010年限りで退団した。2008年から2010年にはJリーグ選手協会の副支部長を務めている。

2011年、湘南ベルマーレに完全移籍。同年10月8日、天皇杯2回戦ファジアーノ岡山ネクスト戦でプロ入り後初の公式戦出場を果たしたが、野澤洋輔と西部洋平の前にレギュラーを掴むには至らなかった。持ち前のキックを武器に地道な努力を続け、両選手が退団した2012年には京都との開幕戦で念願のリーグ戦初出場を果たし、その後も金永基を抑えて正GKの座を掴み、3年ぶりのJ1昇格に貢献した。2013年は自身初となるJ1での出場を続けていたが、J1第13節広島戦での頭部裂傷 を機に安藤駿介とアレックス・サンターナにポジションを明け渡し、終盤戦な完全に控えとなった。結局、13試合の出場に留まった。同年結婚。2014年は日本人最年長選手として若いチームを支えたが、シーズン開幕前の負傷が響いて 正GKには新加入の秋元陽太が据えられ、出場機会は無かった。同年限りで湘南とは契約満了。

2015年よりギラヴァンツ北九州へ完全移籍。移籍後は鈴木彩貴との併用になったものの、2年間でリーグ戦48試合に出場した。

2017年、AC長野パルセイロに完全移籍。移籍当初はレギュラーポジションだったものの、2018年以降は小澤章人にその座を脅かされるようになった。

2021年1月5日、古巣・FC東京への完全移籍が発表された。2010年以来、11シーズンぶりの復帰となる。しかし波多野豪が正GKに君臨し、第2GKも児玉剛が務めたため公式戦の出場機会は無く、ベンチ入りもリーグ戦の1試合に留まった。このシーズン限りで契約満了となった。

2021年12月30日、いわてグルージャ盛岡への完全移籍が発表された。しかし、松山健太・短期間ながらFC東京で共に在籍した野澤大志ブランドンとのポジション争いに敗れてリーグ戦1試合の出場に終わった。
2022年12月15日、同シーズン限りで現役を引退することが発表された。",,
7088,冨成 慎司,Shinji TOMINARI,era1,冨成慎司,university,university|j_club_academy,university_entry_after_pro_entry,"2002年、サンフレッチェ広島ユースに入団。同期に前田俊介、桒田慎一朗、髙萩洋次郎、髙柳一誠、大屋翼、森脇良太、藤井大輔、佐藤昭大。主にFWやトップ下でプレーした。在籍時に日本クラブユース選手権2連覇、高円宮杯およびJユースカップ優勝と2年連続ユース2冠に貢献した。
2005年、福岡大学に入学。同期に山口和樹がいる。2年までFW、3年でMF（ボランチ）、4年で右サイドバックにコンバートされる。2006年には総理大臣杯全日本大学サッカートーナメント準優勝に貢献。また4年次にはサッカー部主将を務めた。
2009年、出身地にあるFC岐阜に入団。右SBとしてレギュラーをつかみ、主力として活躍。しかし、翌年以降は出場機会に恵まれず、2012年8月に藤枝MYFCへ期限付き移籍した。2012年シーズン終了後、期限付き移籍元であるFC岐阜を退団。
2013年より藤枝MYFCに完全移籍。
2014年より鹿児島ユナイテッドFCに完全移籍。2019年限りで現役を引退し、2020年2月に鹿児島のクラブスタッフに就任した。",,
7386,児玉 剛,KODAMA Tsuyoshi,era1,児玉剛,university,university|j_club_academy,possible_declined_university_offer,"

小学生時代に地元・吹田市にあるガンバ大阪の下部組織で本格的にサッカーを始め、以後吹田クラブ、京都パープルサンガユースでプレーする。京都ユース時代には2種登録でトップチームに登録されている。関西大学へ進学後も1年次には特別指定選手として京都に練習参加していた。大学では反応速度とキック力を武器に活躍。2007年から2009年の3年間、関西大学選抜に選ばれ、2009年のデンソーカップではキャプテンとして出場し優勝を果たした。

2010年、京都が流通経済大学・林彰洋との契約を望みオファーを出していたが、林が海外挑戦したために契約はならず、そのためユース時代京都に所属していた児玉に白羽の矢を立て契約に至った。プロ初年度となった同年は2010 FIFAワールドカップによる中断期間後の数試合はベンチ入りする機会があったものの、守田達弥の台頭により当初の正ゴールキーパーであった水谷雄一がベンチに控えるようになったためベンチ入りメンバーから外れるようになった。その後は水谷がレギュラーとなり守田もレンタル移籍でカターレ富山へと去ったが、クラブは徳島ヴォルティスから呉承訓を補強したため、児玉は引き続き控えに回り出場機会はなかった。

2014年から愛媛FCへ完全移籍。湘南ベルマーレに去った秋元陽太の後釜として、監督の木山隆之に2年間正GKとして起用される。

2016年12月24日、木山が監督に就任したモンテディオ山形への完全移籍が発表された。加入当初からレギュラーとしてプレーしたが、2018年はシーズン後半戦より新加入の櫛引政敏にポジションを譲った。

2019年1月4日、FC東京へ完全移籍すると発表された。しかし、加入当初からU-23チームであるJ3での出場がメインで、J1では林彰洋の控えの立場だった。さらに2020シーズンになると波多野豪の台頭もあって、第3GKに転落した。しかし、正GK林の負傷や波多野の不調もあって、第32節のベガルタ仙台戦にてJ1デビューを果たす。好セーブを連発するも、結果は2-2の引き分けに終わり、自身のJ1デビューを白星で飾ることは出来なかった。
林の怪我が続いていることもあって2021シーズンは開幕戦から第2GKとしてベンチ入り。4日後のルヴァンカップ第1節徳島ヴォルティス戦では先発に抜擢され、無失点で勝利を飾った。その後は波多野とポジションを争いながら出場し、最終的には7試合に出場した。
2022年はヤクブ・スウォビィクが加入し、シーズン通して出場はルヴァン杯1試合の出場に留まった。
2024シーズンも引き続き第3GKにとどまり、リーグ戦の出場は波多野が退場し途中出場を果たした第13節・柏レイソル戦のみで、同シーズン限りでの契約満了が発表された。
2025年1月、現役引退を発表した。

2025年2月、シュミット・ダニエルの負傷もあり、名古屋グランパスへ移籍。現役を続けることとなった。",,
7408,船山 貴之,Takayuki FUNAYAMA,era1,船山貴之,university,university|j_club_academy|grassroots_club,university_entry_after_pro_entry,"

幼稚園在籍中より長兄の影響で次兄（祐二）と共にサッカーを始める。小学校4年次で柏レイソルのジュニアチームに入団。この頃バスケットボールにも出会い、双方の競技を掛け持ちするようになった。2000年にジュニアユースチームに昇格後もバスケットボールを続けたが、中学校2年次、双方の試合日程重複の結果バスケットボール側の試合出場を選んだ事に罪悪感を感じたのをきっかけに、「バスケットボールは趣味で」と決意した。ジュニアユース時代は日本クラブユースサッカー選手権 (U-15)大会で優勝を1度、ベスト4を2度経験した。2002年にはジュニアユースのチームメートであった柳澤隼らと共にU-15日本代表に選出された。ちなみに、女子マラソン選手の田中智美（第一生命）とは成田市立成田小学校および成田市立成田中学校時代の同級生である。
2003年にユースチームに昇格。在籍中、ユースの各種大会では目立った実績を挙げることはなかったが、代表チーム・選抜チームでは実績を残している。2003年7月にU-16日本代表の一員として出場した第4回豊田国際ユースサッカー大会では優勝を経験、少年男子千葉県選抜チームの一員として出場した第60回国民体育大会においても優勝を経験した。高校3年次にはトップチームに2種登録選手として在籍したが、昇格はならず、2006年に流通経済大学に入学し同大サッカー部に入部した。
大学では2006年、2008年、2009年に関東大学サッカーリーグ1部優勝を経験した他、2007年には第31回総理大臣杯全日本大学サッカートーナメントで優勝を経験した。

2010年、J2の栃木SCに入団。
2011年8月、松本山雅FCへ期限付き移籍。完全移籍した2012年からは3年連続で二桁得点を記録。特に2014年は19得点を挙げ、チームのJ1昇格の立役者となった。
2014年12月26日、川崎フロンターレへ完全移籍することが発表された。
2015年12月23日、ジェフユナイテッド市原・千葉へ完全移籍。加入後初戦の第21回ちばぎんカップではMVPを獲得。移籍1年目からリーグ戦全試合に出場するなど主力として活躍し、千葉3年目の2018年にはリーグ得点ランキング3位の19得点を記録した。2020年8月9日、J2第10節のFC町田ゼルビア戦で、史上46人目となるJ2通算300試合出場を達成。また、千葉在籍6シーズン目の2021年10月24日には崔龍洙の持つクラブ歴代最多得点に並ぶ54ゴール目を記録した。
2021年12月4日、多くのサポーターに惜しまれながらも千葉との契約満了を発表した。
千葉では227試合に出場し、これは歴代7位となる記録である。
2021年12月30日、SC相模原へ加入することが発表された。
2022年11月8日、SC相模原との契約が満了。
2023年1月27日、ラインメール青森に移籍するが、同年末で退団。その後、12月31日に現役引退を発表。

2024年、兄の祐二が地元成田市で設立し、代表を務めるサッカースクール『FUNAJUKU』のコーチに就任した。",,
